D90,r,m,v,,
29.33704143,0.7543668,-0.314285714,0.101868898,448,12
31.55531017,0.822857174,-0.314285714,0.226905614,449,12
25.33834051,0.876260367,-0.314285714,0.080377185,450,12
35.72887908,0.832789189,-0.314285714,0.377702251,451,12
29.59971453,0.803473341,-0.314285714,0.175132282,452,12
34.53845393,0.947567174,-0.314285714,-0.092718812,453,12
31.79637715,0.966751501,-0.314285714,0.117478829,454,12
25.16473723,0.954876391,-0.314285714,0.059119196,455,12
27.14894473,0.913492513,-0.314285714,0.28315261,456,12
25.41010822,0.874177306,-0.314285714,0.379741687,457,12
20.49497011,0.562254125,-0.314285714,0.024039586,458,13
29.17,0.578067322,-0.314285714,0.283230671,459,13
28.50417338,0.565676533,-0.314285714,-0.082149165,460,13
33.57445904,0.600939424,-0.314285714,0.233249123,461,13
26.22345515,0.702049097,-0.314285714,0.464357724,462,13
33.69941543,0.583361458,-0.314285714,0.024757839,463,13
25.39845665,0.587028018,-0.314285714,0.0379493,464,13
40.54903328,0.609507523,-0.314285714,-0.396144089,465,13
46.31371503,0.613318183,-0.314285714,-0.37610716,466,13
41.6424531,0.644926253,-0.314285714,0.030260449,467,13
55.53321979,0.655170295,-0.314285714,-0.015512702,468,13
51.07599045,0.63855002,-0.314285714,0.104353985,469,13
53.30171198,0.677399075,-0.314285714,0.138969263,470,13
47.10876776,0.655322032,-0.314285714,-0.152173471,471,13
54.82685656,0.694283326,-0.314285714,-0.201876111,472,13
59.3572683,0.72676997,-0.314285714,-0.219813961,473,13
44.45863808,0.713651615,-0.314285714,0.056352968,474,13
57.76505258,0.780461692,-0.314285714,-0.315072859,475,13
30.32384375,0.718755627,-0.314285714,0.174920113,476,13
40.21287853,0.605764604,-0.314285714,-0.055581466,477,13
34.82425879,0.832128383,-0.314285714,-0.071903459,478,13
21.36337052,0.865066875,-0.314285714,0.460068738,479,13
34.4198925,0.825588152,-0.314285714,0.336701259,480,13
24.28910867,0.733189147,-0.314285714,0.371660406,481,13
22.1842106,0.655927193,-0.314285714,0.110682522,482,13
29.09695001,0.705399252,-0.314285714,0.102718597,483,13
21.37754897,0.754623079,-0.314285714,-0.018179249,484,13
