D90,Rrup,Mw,Vs30,zh,
16.14657858,123.1537058,5.7,399.9957,220,6
31.54715201,124.1318799,5.7,309.6915,221,6
19.71494864,131.9243469,5.7,199.3158,222,6
17.53176831,186.6933565,5.7,353.3482,223,6
22.30994173,194.2984271,5.7,432.5877,224,6
25.42254511,181.8338936,5.7,253.6669,225,6
19.72634026,161.4573782,5.7,309.0803,226,6
19.91487886,178.2580204,5.7,256.9584,227,6
43.59352016,135.7557695,5.7,377.0819,228,6
20.47095503,144.9990248,5.7,363.2759,229,6
21.06889413,153.7633175,5.7,421.7628,230,6
28.06831488,123.4102243,5.7,253.933,231,6
24.46058053,108.6934997,5.7,321.4917,232,6
36.78221309,105.9798037,5.7,278.458,233,6
38.49099895,106.1134667,5.7,306.3208,234,6
30.8751583,97.36321033,5.7,293.7617,235,6
23.4676799,110.7014928,5.7,430.6437,236,6
23.59100464,84.88980015,5.1,243.39799,237,7
18.5323447,77.602721,5.1,363.31973,238,7
23.33506375,76.68807531,5.1,206.55794,239,7
31.95073082,79.77278085,5.1,243.66833,240,7
22.39174625,76.71292778,5.1,248.68715,241,7
18.16982388,75.31900969,5.1,127.1408,242,7
18.67243958,74.15872675,5.1,131.13963,243,7
38.68519097,84.60299553,5.1,228.96497,244,7
25.24125195,78.48425687,5.1,275.56555,245,7
24.51491995,79.72408422,5.1,290.70941,246,7
25.81564642,75.52481108,5.1,185.37057,247,7
31.35415762,79.53674965,5.1,171.66423,248,7
38.80496102,87.30587,5.1,166.97049,249,7
22.77867424,81.83444056,5.1,255.86218,250,7
21.88711493,92.97041048,5.1,389.23804,251,7
37.98279216,94.66607257,5.1,144.11224,252,7
37.80835622,92.44249556,5.1,165.19353,253,7
17.57199476,83.14844778,5.1,307.31921,254,7
25.46334228,74.08283296,5.1,215.21594,255,7
22.12500847,165.878571,5.1,584.48499,256,7
24.38051886,132.5393294,5.1,416.52783,257,7
27.95780928,111.3369655,5.1,278.27405,258,7
23.2930891,122.4560902,5.1,274.86993,259,7
30.47304711,129.6989826,5.1,333.0297,260,7
28.25531101,114.4688832,5.1,265.5409,261,7
33.7917342,97.7297092,5.1,203.2111,262,7
35.742132,93.3718164,5.1,238.2027,263,7
42.59240308,100.1859838,5.1,246.7284,264,7
32.87292199,103.5458366,5.1,274.122,265,7
35.57998735,90.84599221,5.1,270.7708,266,7
32.63997549,90.56157352,5.1,218.1334,267,7
24.51230099,81.05947509,5.1,281.2124,268,7
29.73120583,86.61715357,5.1,258.5682,269,7
13.23158721,80.79746954,5.1,136.088,270,7
32.52924223,85.28543993,5.1,119.6667,271,7
21.03722415,89.03550728,5.1,382.2518,272,7
13.32684509,98.89648368,5.1,343.7977,273,7
27.62630449,98.58383344,5.1,138.1374,274,7
55.79541379,95.29929089,5.1,89.19601,275,7
20.33836277,126.0584874,5.1,259.5523,276,7
21.14389274,106.7820925,5.1,661.4196,277,7
37.92440903,88.33234186,5.1,156.3224,278,7
17.3076226,95.531889,5.1,325.5844,279,7
33.25911604,88.6050436,5.1,146.4362,280,7
21.78493057,126.3401068,5.1,399.9957,281,7
32.11124258,146.6072832,5.1,199.3158,282,7
16.90754861,130.996194,5.1,309.0803,283,7
27.61460483,147.0465606,5.1,256.9584,284,7
20.55607939,119.9181191,5.1,386.0611,285,7
25.51943377,127.6611564,5.1,421.7628,286,7
24.12447305,102.9312521,5.1,253.933,287,7
14.24175551,94.33688249,5.1,321.4917,288,7
18.66868501,93.73095865,5.1,278.458,289,7
28.97436798,89.51188821,5.1,306.3208,290,7
18.71906248,81.6969652,5.1,293.7617,291,7
23.12558972,127.5040469,5.7,243.39799,292,8
30.92680714,133.6700545,5.7,363.31973,293,8
19.45355752,122.8941632,5.7,206.55794,294,8
21.08710506,89.99832364,5.7,336.31079,295,8
30.02447668,108.2479924,5.7,243.66833,296,8
19.46175737,116.7099966,5.7,248.68715,297,8
55.11952014,141.4449986,5.7,127.1408,298,8
50.54923343,131.9491535,5.7,131.13963,299,8
27.77343335,100.2716356,5.7,245.74942,300,8
48.17376672,111.7103558,5.7,228.96497,301,8
39.94029544,121.9329546,5.7,275.56555,302,8
35.53850447,72.21169418,5.7,209.85481,303,8
21.77259746,87.63690666,5.7,576.61603,304,8
28.72853634,161.8906998,5.7,416.52783,305,8
29.36302948,87.73743747,5.7,228.0233,306,8
12.44740134,63.92230688,5.7,432.8886,307,8
18.08247771,63.02622209,5.7,274.5092,308,8
24.21621358,76.97750457,5.7,333.0297,309,8
22.5367988,89.03501733,5.7,265.5409,310,8
22.2287719,73.62701924,5.7,420.4355,311,8
17.87355589,64.41928555,5.7,307.42,312,8
29.72912377,109.3165715,5.7,522.9963,313,8
32.59121814,112.9981869,5.7,203.2111,314,8
28.66024948,105.25157,5.7,238.2027,315,8
45.72999891,88.9442804,5.7,246.7284,316,8
14.64308711,76.39229296,5.7,274.122,317,8
22.24797744,99.60347461,5.7,270.7708,318,8
29.21997262,120.7544971,5.7,218.1334,319,8
16.1649652,117.0677934,5.7,281.2124,320,8
25.08560543,96.89754892,5.7,258.5682,321,8
14.92052278,77.74572128,5.7,291.7127,322,8
29.84294892,183.5813183,5.7,259.5523,323,8
51.84163578,135.9518523,5.7,156.3224,324,8
30.26711582,159.2919471,5.7,325.5844,325,8
52.14858579,145.4169584,5.7,120.869,326,8
33.90930846,113.8243882,5.7,487.2012,327,8
26.95357119,135.7079697,5.7,353.3482,328,8
31.41143104,119.3854913,5.7,253.6669,329,8
36.16201045,102.9752428,5.7,478.8921,330,8
24.29436972,133.2723855,5.7,256.9584,331,8
31.81651144,123.6711266,5.7,377.0819,332,8
26.4073664,105.336979,5.7,363.2759,333,8
19.73416834,94.34068393,5.7,421.7628,334,8
31.91838812,119.6851843,5.3,243.39799,335,9
27.53470537,114.2571207,5.3,206.55794,336,9
20.5995898,81.49576962,5.3,336.31079,337,9
16.96371127,107.9240047,5.3,248.68715,338,9
39.91285006,123.3694178,5.3,131.13963,339,9
24.31419339,92.20007783,5.3,245.74942,340,9
38.98409932,103.6659625,5.3,228.96497,341,9
28.33497838,158.7041585,5.3,416.52783,342,9
27.85763091,90.78912898,5.3,228.0233,343,9
13.81900865,69.66589782,5.3,432.8886,344,9
17.82448877,65.24048629,5.3,274.5092,345,9
26.98655962,75.50013105,5.3,333.0297,346,9
23.57986641,84.43462384,5.3,265.5409,347,9
22.4627091,69.33644529,5.3,420.4355,348,9
22.11433472,60.67105104,5.3,307.42,349,9
26.65040337,103.7641913,5.3,522.9963,350,9
29.94581774,106.2992287,5.3,203.2111,351,9
27.34835461,97.82449978,5.3,238.2027,352,9
31.4792376,81.87391437,5.3,246.7284,353,9
15.86094259,69.24461863,5.3,274.122,354,9
25.05102393,91.64786097,5.3,270.7708,355,9
20.08295297,108.6482045,5.3,281.2124,356,9
24.48861981,88.29071021,5.3,258.5682,357,9
13.15981003,69.99042294,5.3,291.7127,358,9
33.82791451,118.239718,5.3,377.0819,359,9
30.06525736,101.3571671,5.3,363.2759,360,9
27.26450073,92.1875161,5.3,421.7628,361,9
29.77077762,125.435436,5.9,243.39799,362,10
42.35797564,131.1124295,5.9,363.31973,363,10
24.20698246,120.2391294,5.9,206.55794,364,10
31.51497263,87.30965561,5.9,336.31079,365,10
39.83504989,105.3564347,5.9,243.66833,366,10
26.53601326,113.7463189,5.9,248.68715,367,10
59.97557503,128.8443114,5.9,131.13963,368,10
39.65411454,97.02177293,5.9,245.74942,369,10
55.25395913,108.3026208,5.9,228.96497,370,10
45.12766446,118.5874318,5.9,275.56555,371,10
42.14092548,75.41174433,5.9,209.85481,372,10
26.73527819,89.81197322,5.9,576.61603,373,10
42.7512339,183.7217151,5.9,394.61996,374,10
35.42618382,161.2917358,5.9,416.52783,375,10
32.06303791,158.7709318,5.9,274.86993,376,10
31.01099321,89.38481946,5.9,228.0233,377,10
17.94928689,66.06156428,5.9,432.8886,378,10
20.8403095,64.33588764,5.9,274.5092,379,10
23.36360845,77.46356595,5.9,333.0297,380,10
19.86489366,88.59172144,5.9,265.5409,381,10
25.04499551,73.2180189,5.9,420.4355,382,10
25.22173666,108.4467536,5.9,522.9963,383,10
31.75488151,103.636942,5.9,238.2027,384,10
41.87015644,87.54498183,5.9,246.7284,385,10
21.5101139,74.78603723,5.9,274.122,386,10
26.75945814,97.73829405,5.9,270.7708,387,10
30.43973719,119.0147448,5.9,218.1334,388,10
24.07946843,114.7413788,5.9,281.2124,389,10
28.89036864,94.51282832,5.9,258.5682,390,10
18.03869729,75.23722344,5.9,291.7127,391,10
30.62577346,182.2247148,5.9,259.5523,392,10
47.26956738,133.9936935,5.9,156.3224,393,10
42.21999053,115.5839424,5.9,487.2012,394,10
27.23850216,136.5683403,5.9,353.3482,395,10
33.34277733,120.4578546,5.9,253.6669,396,10
39.4744677,104.1728969,5.9,478.8921,397,10
32.7479236,126.2938099,5.9,309.0803,398,10
26.96853722,133.8456473,5.9,256.9584,399,10
30.89642536,122.7158368,5.9,377.0819,400,10
24.78914682,105.0293521,5.9,363.2759,401,10
21.70020737,94.63749484,5.9,421.7628,402,10
26.83038949,121.2084827,5.6,206.55794,403,11
29.29458141,112.70265,5.6,248.68715,404,11
38.44008195,113.094376,5.6,127.1408,405,11
44.98486412,104.6085818,5.6,131.13963,406,11
35.43976157,99.40625377,5.6,275.56555,407,11
32.79803653,88.64061316,5.6,290.70941,408,11
28.99955862,95.50459341,5.6,185.37057,409,11
51.05974931,92.31469366,5.6,171.66423,410,11
40.01784602,79.32626655,5.6,166.97049,411,11
36.29049462,82.77107552,5.6,255.86218,412,11
22.1599639,71.25054814,5.6,389.23804,413,11
42.45664966,82.20724815,5.6,144.11224,414,11
21.2739136,72.55017639,5.6,165.19353,415,11
11.73469216,74.453732,5.6,743.37653,416,11
41.28932065,107.1202652,5.6,215.21594,417,11
27.63988423,110.9997965,5.6,136.088,418,11
32.19604324,108.3801145,5.6,119.6667,419,11
30.23497974,98.08122197,5.6,615.7157,420,11
16.88446031,94.63955005,5.6,262.0394,421,11
30.56356,106.5011357,5.6,458.2165,422,11
25.3044502,114.3297025,5.6,382.2518,423,11
29.33826171,133.4374279,5.6,343.7977,424,11
20.47984375,123.6999809,5.6,138.1374,425,11
11.16091394,119.0445438,5.6,375.5872,426,11
20.86316611,130.4809895,5.6,473.4697,427,11
35.72815696,129.3383866,5.6,99.70285,428,11
17.74901687,137.9456059,5.6,396.2268,429,11
27.32033309,148.7939365,5.6,325.5844,430,11
53.09237798,131.7316086,5.6,120.869,431,11
17.17529621,130.7794723,5.6,399.9957,432,11
11.39055749,125.7912985,5.6,309.6915,433,11
11.20315581,128.8335137,5.6,199.3158,434,11
17.93312577,137.8253928,5.6,459.312,435,11
29.21642689,150.1030492,5.6,253.933,436,11
29.69939225,132.5326774,5.6,321.4917,437,11
28.50998422,128.6249448,5.6,278.458,438,11
30.46867244,132.3629309,5.6,306.3208,439,11
34.01823629,125.1657079,5.6,293.7617,440,11
20.21213497,104.3686893,5.6,430.6437,441,11
18.40771577,102.0133721,5.6,298.2384,442,11
17.48228818,159.3108839,5.6,303.7069,443,11
32.11238079,190.2418158,5.7,206.55794,444,12
39.6698185,86.21774828,5.7,209.85481,445,12
34.99910285,123.1609949,5.7,228.0233,446,12
28.14370622,96.00278494,5.7,432.8886,447,12
29.33704143,104.3338696,5.7,274.5092,448,12
31.55531017,125.0905544,5.7,333.0297,449,12
25.33834051,144.1005677,5.7,265.5409,450,12
35.72887908,128.4255545,5.7,420.4355,451,12
29.59971453,118.8291872,5.7,307.42,452,12
34.53845393,174.0625106,5.7,203.2111,453,12
31.79637715,183.1374229,5.7,281.2124,454,12
25.16473723,177.4657739,5.7,256.9584,455,12
27.14894473,159.0383403,5.7,363.2759,456,12
25.41010822,143.307559,5.7,421.7628,457,12
20.49497011,62.71866435,5.7,243.39799,458,13
29.17,65.40186333,5.7,363.31973,459,13
28.50417338,63.28988888,5.7,206.55794,460,13
33.57445904,69.48720097,5.7,336.31079,461,13
26.22345515,90.8307737,5.7,480.68826,462,13
33.69941543,66.32558736,5.7,243.66833,463,13
25.39845665,66.9729666,5.7,248.68715,464,13
40.54903328,71.08247547,5.7,127.1408,465,13
46.31371503,71.80369051,5.7,131.13963,466,13
41.6424531,78.07505962,5.7,245.74942,467,13
55.53321979,80.2228798,5.7,228.96497,468,13
51.07599045,76.7673188,5.7,275.56555,469,13
53.30171198,85.08887728,5.7,290.70941,470,13
47.10876776,80.25513394,5.7,185.37057,471,13
54.82685656,88.98122432,5.7,171.66423,472,13
59.3572683,96.97834058,5.7,166.97049,473,13
44.45863808,93.66598055,5.7,255.86218,474,13
57.76505258,111.8015642,5.7,144.11224,475,13
30.32384375,94.94107089,5.7,307.31921,476,13
40.21287853,70.38113392,5.7,215.21594,477,13
34.82425879,128.200932,5.7,209.85481,478,13
21.36337052,139.8902389,5.7,477.51245,479,13
34.4198925,125.9988404,5.7,394.61996,480,13
24.28910867,98.64159984,5.7,416.52783,481,13
22.1842106,80.38389961,5.7,278.27405,482,13
29.09695001,91.64049293,5.7,274.86993,483,13
21.37754897,104.4047284,5.7,228.0233,484,13
24.98557984,109.4363538,5.7,432.8886,485,13
27.18926443,98.92680132,5.7,274.5092,486,13
12.75899683,86.55063915,5.7,333.0297,487,13
20.68010638,73.87834297,5.7,265.5409,488,13
31.00308049,78.18165674,5.7,420.4355,489,13
24.50334263,82.87818958,5.7,307.42,490,13
20.61242344,69.05335286,5.7,522.9963,491,13
42.97833873,71.21081539,5.7,272.6518,492,13
14.86666069,64.17112162,5.7,203.2111,493,13
20.59193046,61.61151186,5.7,238.2027,494,13
26.99624048,65.67307907,5.7,246.7284,495,13
24.12349892,61.24129911,5.7,270.7708,496,13
31.40467322,62.43162347,5.7,218.1334,497,13
16.08085819,60.56484445,5.7,281.2124,498,13
25.93194169,63.12191233,5.7,258.5682,499,13
29.144056,75.54818795,5.7,291.7127,500,13
40.48964312,83.30700196,5.7,136.088,501,13
43.59460402,91.65577674,5.7,119.6667,502,13
17.79912357,113.9978342,5.7,262.0394,503,13
35.61596412,94.31021137,5.7,382.2518,504,13
25.66131329,98.33355717,5.7,343.7977,505,13
36.55364277,103.4057114,5.7,138.1374,506,13
54.39182843,125.6246459,5.7,99.70285,507,13
56.31162225,69.04349209,5.7,89.19601,508,13
24.16884358,103.7631164,5.7,259.5523,509,13
27.11707949,92.50426494,5.7,242.8009,510,13
26.02550672,105.273369,5.7,821.5139,511,13
27.88220221,66.35312029,5.7,156.3224,512,13
36.51897726,79.37918689,5.7,325.5844,513,13
36.69070727,82.37106083,5.7,298.5533,514,13
22.51200569,137.6950978,5.7,399.9957,515,13
19.98633533,163.4491939,5.7,199.3158,516,13
14.21753495,109.8783842,5.7,353.3482,517,13
22.24319896,118.937164,5.7,432.5877,518,13
19.65732942,105.3805187,5.7,253.6669,519,13
37.43836401,100.9166428,5.7,478.8921,520,13
23.84167779,86.9678489,5.7,629.692,521,13
15.73123644,88.85003279,5.7,309.0803,522,13
21.3928259,102.6775906,5.7,256.9584,523,13
21.26988481,105.8809981,5.7,523.1513,524,13
20.93727776,83.24343405,5.7,386.0611,525,13
31.30605053,71.62084941,5.7,377.0819,526,13
16.02834053,76.21579493,5.7,363.2759,527,13
8.243737017,83.77422381,5.7,421.7628,528,13
33.83824464,91.66680151,5.7,321.4917,529,13
37.85116907,93.30989617,5.7,278.458,530,13
37.73394228,83.52503316,5.7,306.3208,531,13
32.02554449,74.7905842,5.7,293.7617,532,13
24.29413509,152.2159342,5.7,430.6437,533,13
34.69510917,149.8533023,5.3,243.39799,534,14
28.4747151,140.8257934,5.3,206.55794,535,14
35.72622286,103.6816504,5.3,336.31079,536,14
24.15173907,92.28390436,5.3,480.68826,537,14
33.79269152,131.3484327,5.3,248.68715,538,14
38.29737067,109.059405,5.3,245.74942,539,14
30.27583525,90.31762983,5.3,274.5092,540,14
30.58715417,105.0193754,5.3,333.0297,541,14
29.35818795,115.7452629,5.3,265.5409,542,14
30.97643459,98.40086473,5.3,420.4355,543,14
27.91276411,87.33578417,5.3,307.42,544,14
38.42168138,138.1454166,5.3,203.2111,545,14
35.6809543,128.4145876,5.3,238.2027,546,14
46.41609204,111.5266987,5.3,246.7284,547,14
38.2284606,120.808043,5.3,270.7708,548,14
37.02915608,114.2797605,5.3,258.5682,549,14
20.99984762,90.4709931,5.3,291.7127,550,14
31.22865351,166.3109086,5.3,256.9584,551,14
29.41542453,123.8695096,5.3,421.7628,552,14
36.15929341,134.7916276,5.7,243.39799,553,15
31.33146661,126.2003811,5.7,206.55794,554,15
33.30662997,117.2824099,5.7,248.68715,555,15
28.90372813,107.5581579,5.7,228.0233,556,15
24.41907861,82.60528936,5.7,432.8886,557,15
23.81558313,80.08948848,5.7,274.5092,558,15
28.02881553,93.26787126,5.7,333.0297,559,15
24.71257979,102.8487458,5.7,265.5409,560,15
27.85489903,86.48372416,5.7,420.4355,561,15
